transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
638,1/2/2023,10:26:49,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
639,1/2/2023,10:27:05,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
640,1/2/2023,10:28:41,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
641,1/2/2023,10:30:39,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
642,1/2/2023,10:36:18,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
643,1/2/2023,10:36:44,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
644,1/2/2023,10:38:55,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
645,1/2/2023,10:48:57,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
646,1/2/2023,10:49:58,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
647,1/2/2023,10:55:08,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
648,1/2/2023,10:55:35,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
649,1/2/2023,10:59:58,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
650,1/2/2023,11:01:06,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
651,1/2/2023,11:04:21,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
652,1/2/2023,11:04:21,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
653,1/2/2023,11:06:10,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
654,1/2/2023,11:06:10,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
655,1/2/2023,11:06:28,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
656,1/2/2023,11:10:15,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
657,1/2/2023,11:11:23,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
658,1/2/2023,11:12:05,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
659,1/2/2023,11:12:33,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
660,1/2/2023,11:13:01,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
661,1/2/2023,11:13:37,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
662,1/2/2023,11:14:15,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
663,1/2/2023,11:15:12,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
664,1/2/2023,11:15:28,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
665,1/2/2023,11:15:40,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
666,1/2/2023,11:16:51,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
667,1/2/2023,11:16:51,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
668,1/2/2023,11:18:12,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
669,1/2/2023,11:18:25,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
670,1/2/2023,11:19:12,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
671,1/2/2023,11:19:42,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
672,1/2/2023,11:21:43,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
673,1/2/2023,11:21:49,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
674,1/2/2023,11:22:46,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
675,1/2/2023,11:25:20,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
676,1/2/2023,11:27:35,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
677,1/2/2023,11:32:11,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
678,1/2/2023,11:34:44,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
679,1/2/2023,11:35:02,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
680,1/2/2023,11:35:02,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
681,1/2/2023,11:35:14,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
682,1/2/2023,11:35:14,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
683,1/2/2023,11:36:50,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
684,1/2/2023,11:38:23,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
685,1/2/2023,11:39:11,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
686,1/2/2023,11:39:11,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
687,1/2/2023,11:40:12,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
688,1/2/2023,11:41:54,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
689,1/2/2023,11:42:36,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
690,1/2/2023,11:42:36,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
691,1/2/2023,11:43:04,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
692,1/2/2023,11:49:10,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
693,1/2/2023,11:50:18,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
694,1/2/2023,11:50:32,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
695,1/2/2023,11:53:48,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
696,1/2/2023,11:53:54,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
697,1/2/2023,11:54:01,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
698,1/2/2023,11:54:30,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
699,1/2/2023,11:55:31,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
700,1/2/2023,11:56:26,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
701,1/2/2023,11:56:58,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
702,1/2/2023,11:56:58,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
703,1/2/2023,11:58:49,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
704,1/2/2023,11:58:49,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
705,1/2/2023,12:01:50,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
706,1/2/2023,12:03:47,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
707,1/2/2023,12:06:18,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
708,1/2/2023,12:12:01,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
709,1/2/2023,12:12:44,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
710,1/2/2023,12:14:00,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
711,1/2/2023,12:18:13,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
712,1/2/2023,12:18:22,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
713,1/2/2023,12:18:22,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
714,1/2/2023,12:20:43,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
715,1/2/2023,12:20:43,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
716,1/2/2023,12:21:38,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
717,1/2/2023,12:21:39,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
718,1/2/2023,12:21:58,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
719,1/2/2023,12:22:04,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
720,1/2/2023,12:22:12,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
721,1/2/2023,12:22:12,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
722,1/2/2023,12:23:03,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
723,1/2/2023,12:23:30,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
724,1/2/2023,12:23:30,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
725,1/2/2023,12:24:39,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
726,1/2/2023,12:24:39,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
727,1/2/2023,12:25:03,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
728,1/2/2023,12:25:24,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
729,1/2/2023,12:26:13,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
730,1/2/2023,12:26:13,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
731,1/2/2023,12:26:18,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
732,1/2/2023,12:27:01,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
733,1/2/2023,12:28:08,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
734,1/2/2023,12:28:25,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
735,1/2/2023,12:29:07,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
736,1/2/2023,12:30:43,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
737,1/2/2023,12:32:19,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
738,1/2/2023,12:33:04,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
739,1/2/2023,12:34:00,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
740,1/2/2023,12:36:06,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
741,1/2/2023,12:36:37,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
742,1/2/2023,12:38:47,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
743,1/2/2023,12:38:51,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
744,1/2/2023,12:39:04,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
745,1/2/2023,12:41:28,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
746,1/2/2023,12:42:19,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
747,1/2/2023,12:42:47,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
748,1/2/2023,12:45:02,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
749,1/2/2023,12:46:04,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
750,1/2/2023,12:47:49,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
751,1/2/2023,12:53:16,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
752,1/2/2023,12:54:07,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
753,1/2/2023,12:54:07,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
754,1/2/2023,12:54:53,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
755,1/2/2023,12:55:19,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
756,1/2/2023,12:57:55,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
757,1/2/2023,12:58:04,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
758,1/2/2023,12:58:38,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
759,1/2/2023,12:58:57,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
760,1/2/2023,12:59:28,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
761,1/2/2023,12:59:45,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
762,1/2/2023,13:02:03,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
763,1/2/2023,13:03:14,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
764,1/2/2023,13:03:14,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
765,1/2/2023,13:03:33,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
766,1/2/2023,13:03:53,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
767,1/2/2023,13:04:02,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
768,1/2/2023,13:04:56,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
769,1/2/2023,13:05:41,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
770,1/2/2023,13:09:27,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
771,1/2/2023,13:09:27,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
772,1/2/2023,13:10:17,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
773,1/2/2023,13:10:17,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
774,1/2/2023,13:10:41,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
775,1/2/2023,13:14:54,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
776,1/2/2023,13:15:40,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
777,1/2/2023,13:21:09,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
778,1/2/2023,13:21:23,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
779,1/2/2023,13:23:18,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
780,1/2/2023,13:23:38,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
781,1/2/2023,13:24:33,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
782,1/2/2023,13:25:02,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
783,1/2/2023,13:26:47,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
784,1/2/2023,13:28:24,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
785,1/2/2023,13:29:51,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
786,1/2/2023,13:29:59,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
787,1/2/2023,13:30:00,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
788,1/2/2023,13:30:00,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
789,1/2/2023,13:30:05,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
790,1/2/2023,13:30:15,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
791,1/2/2023,13:30:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
792,1/2/2023,13:30:30,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
793,1/2/2023,13:34:02,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
794,1/2/2023,13:35:24,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
795,1/2/2023,13:35:24,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
796,1/2/2023,13:39:11,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
797,1/2/2023,13:40:11,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
798,1/2/2023,13:40:36,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
799,1/2/2023,13:40:53,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
800,1/2/2023,13:40:53,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
801,1/2/2023,13:42:07,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
802,1/2/2023,13:47:24,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
803,1/2/2023,13:47:27,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
804,1/2/2023,13:48:27,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
805,1/2/2023,13:48:27,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
806,1/2/2023,13:51:33,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
807,1/2/2023,13:51:33,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
808,1/2/2023,13:52:27,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
809,1/2/2023,13:53:04,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
810,1/2/2023,13:53:04,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
811,1/2/2023,13:55:38,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
812,1/2/2023,13:55:38,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
813,1/2/2023,13:56:19,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
814,1/2/2023,13:57:59,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
815,1/2/2023,13:58:30,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
816,1/2/2023,13:58:36,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
817,1/2/2023,14:01:23,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
818,1/2/2023,14:02:16,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
819,1/2/2023,14:02:44,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
820,1/2/2023,14:03:27,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
821,1/2/2023,14:05:27,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
822,1/2/2023,14:05:27,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
823,1/2/2023,14:07:17,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
824,1/2/2023,14:07:49,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
825,1/2/2023,14:08:49,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
826,1/2/2023,14:11:08,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
827,1/2/2023,14:12:00,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
828,1/2/2023,14:12:07,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
829,1/2/2023,14:12:35,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
830,1/2/2023,14:12:35,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
831,1/2/2023,14:13:26,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
832,1/2/2023,14:13:37,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
833,1/2/2023,14:14:26,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
834,1/2/2023,14:17:08,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
835,1/2/2023,14:17:55,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
836,1/2/2023,14:17:55,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
837,1/2/2023,14:19:24,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
838,1/2/2023,14:21:55,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
839,1/2/2023,14:24:46,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
840,1/2/2023,14:25:35,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
841,1/2/2023,14:26:33,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
842,1/2/2023,14:29:35,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
843,1/2/2023,14:29:35,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
844,1/2/2023,14:33:26,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
845,1/2/2023,14:33:58,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
846,1/2/2023,14:34:53,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
847,1/2/2023,14:36:56,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
848,1/2/2023,14:37:44,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
849,1/2/2023,14:39:18,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
850,1/2/2023,14:40:25,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
851,1/2/2023,14:42:21,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
852,1/2/2023,14:42:21,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
853,1/2/2023,14:44:28,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
854,1/2/2023,14:46:31,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
855,1/2/2023,14:48:02,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
856,1/2/2023,14:48:05,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
857,1/2/2023,14:48:53,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
858,1/2/2023,14:51:11,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
859,1/2/2023,14:52:26,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
860,1/2/2023,14:52:26,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
861,1/2/2023,14:54:33,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
862,1/2/2023,14:54:40,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
863,1/2/2023,14:54:46,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
864,1/2/2023,14:55:38,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
865,1/2/2023,14:58:21,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
866,1/2/2023,14:58:28,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
867,1/2/2023,14:59:08,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
868,1/2/2023,15:03:12,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
869,1/2/2023,15:03:12,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
870,1/2/2023,15:04:21,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
871,1/2/2023,15:05:22,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
872,1/2/2023,15:05:22,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
873,1/2/2023,15:09:48,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
874,1/2/2023,15:10:48,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
875,1/2/2023,15:12:44,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
876,1/2/2023,15:15:03,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
877,1/2/2023,15:15:03,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
878,1/2/2023,15:18:41,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
879,1/2/2023,15:19:46,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
880,1/2/2023,15:21:45,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
